Nome original|Safra|Região|Uva|Preço|Notas de Cata (sommelier simples)|Card Críticos
Mg Mauro VS 21-|2021|Castilla y León|Tempranillo|300€|Nariz: cassis, ervas finas, mineral. Boca: denso cremoso, taninos suaves e polidos, final longo elegante. VS Magnum top. Beba agora-2040. Carne vermelha ou queijo curado.|WA: 94 | JS: 93 | Peñín: 93
Mg Moncerbal 21-|2021|Bierzo|Mencía|465€|Nariz: morango mineral, ervas. Boca: denso puro, taninos firmes mas finos, acidez viva. Moncerbal Magnum top. Beba agora-2040. Pratos de carne.|WA: 98 | Peñín: 94
Valduero Una Cepa 20-|2020|Ribera del Duero|Tempranillo|79€|Nariz: frutas escuras, ervas. Boca: cremoso equilibrado. Una Cepa top. Beba agora-2035.|WA: 92 | Peñín: 91
Valeyo 22-|2022|Ribera del Duero|Tempranillo|62€|Nariz: cassis, mineral. Boca: denso puro. Valeyo top. Beba agora-2030.|WA: 92 | Peñín: 91
Vega Sicilia Unico 04-|2004|Ribera del Duero|Tempranillo|2170€|Nariz: cassis mineral maduro. Boca: complexo eterno. Unico top. Beba agora.|WA: 97 | Peñín: 96
Vega Sicilia Unico 14-|2014|Ribera del Duero|Tempranillo|605€|Nariz: cassis, ervas. Boca: denso cremoso. Top. Beba agora-2040.|WA: 96 | JS: 95
Vega Sicilia Unico 15-|2015|Ribera del Duero|Tempranillo|568€|Nariz: frutas escuras, mineral. Boca: cremoso taninos firmes. Top. Beba agora-2045.|WA: 96 | Peñín: 95
Vega Sicilia Unico 1996-|1996|Ribera del Duero|Tempranillo|4082€|Nariz: cassis maduro, couro. Boca: eterno complexo. Lendário. Beba agora.|WA: 98 | Peñín: 97
Vega Sicilia Unico 2009-|2009|Ribera del Duero|Tempranillo|1333€|Nariz: cassis mineral. Boca: denso elegante. Top. Beba agora-2045.|WA: 97 | JS: 96
Veronica Ortega Roc 22-|2022|Bierzo|Mencía|83€|Nariz: morango, ervas. Boca: fresco mineral. Roc top. Beba agora-2028.|WA: 92 | Peñín: 91
Veronica Ortega VO 23-|2023|Bierzo|Mencía|66€|Nariz: frutas vermelhas, mineral. Boca: denso puro. VO top. Beba agora-2028.|WA: 91 | Peñín: 90
Viña Sastre Pago Santa Cruz 22-|2022|Ribera del Duero|Tempranillo|116€|Nariz: cassis, ervas. Boca: cremoso taninos suaves. Pago top. Beba agora-2035.|WA: 93 | Peñín: 92
El Reflejo de Mikaela 22-|2022|Castilla-La Mancha|Bobal|35€|Nariz: frutas vermelhas, ervas. Boca: fresco mineral. Reflejo top. Beba agora-2028.|WA: 90 | Peñín: 89
3/8 Finca Dofi 23-|2023|Priorat|Garnacha|105€|Nariz: frutas vermelhas, ervas. Boca: denso puro. Finca Dofi meia top. Beba agora-2035.|WA: 94 | Peñín: 93
Clos Erasmus 12-|2012|Priorat|Garnacha|595€|Nariz: frutas escuras maduras, mineral. Boca: denso cremoso eterno. Maduro top. Beba agora.|WA: 96 | JS: 95
Clos Martinet 22-|2022|Priorat|Garnacha|151€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Clos Martinet top. Beba agora-2035.|WA: 93 | Peñín: 92
Clos Mogador 08-|2008|Priorat|Garnacha|413€|Nariz: frutas escuras maduras. Boca: complexo eterno. Maduro top. Beba agora.|WA: 95 | Peñín: 94
Clos Mogador 14-|2014|Priorat|Garnacha|362€|Nariz: cassis mineral maduro. Boca: denso cremoso. Top. Beba agora-2035.|WA: 94 | JS: 93
Clos Mogador 2010-|2010|Priorat|Garnacha|465€|Nariz: cassis, ervas maduras. Boca: cremoso longo. Top. Beba agora.|WA: 95 | Peñín: 94
Clos Mogador 2013-|2013|Priorat|Garnacha|300€|Nariz: frutas escuras, mineral. Boca: denso elegante. Top. Beba agora-2035.|WA: 94 | JS: 93
Dido Tinto 22-|2022|Montsant|Garnacha|45€|Nariz: morango, ervas. Boca: fresco mineral. Dido top. Beba agora-2028.|WA: 91 | Peñín: 90
Dits del Terra Terroir al Limit 21-|2021|Priorat|Cariñena|155€|Nariz: frutas vermelhas, mineral. Boca: denso puro. Dits del Terra top. Beba agora-2035.|WA: 94 | Peñín: 93
Doble Mg Finca Dofi 22-|2022|Priorat|Garnacha|785€|Nariz: frutas vermelhas, ervas. Boca: denso eterno. Magnum top. Beba agora-2040.|WA: 95 | JS: 94
Doble Mg Gratallops 22-|2022|Priorat|Garnacha|482€|Nariz: cassis mineral. Boca: cremoso longo. Magnum top. Beba agora-2040.|WA: 94 | Peñín: 93
Doble Mg L´Ermita 22-|2022|Priorat|Garnacha|8800€|Nariz: cassis violetas mineral. Boca: denso eterno. L’Ermita Magnum ícone. Beba agora-2050.|WA: 98 | JS: 97
Doble Mg La Baixada 22-|2022|Priorat|Garnacha|2046€|Nariz: frutas vermelhas, mineral. Boca: denso puro. Magnum top. Beba agora-2045.|WA: 96 | Peñín: 95
Doble Mg Les Aubaguetes 22-|2022|Priorat|Garnacha|3170€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Magnum top. Beba agora-2045.|WA: 97 | JS: 96
Doble Mg. Gratallops 21-|2021|Priorat|Garnacha|426€|Nariz: frutas escuras, mineral. Boca: denso elegante. Magnum top. Beba agora-2040.|WA: 94 | Peñín: 93
Doix 22-|2022|Priorat|Cariñena|187€|Nariz: cassis, ervas. Boca: denso cremoso. Doix top. Beba agora-2035.|WA: 94 | JS: 93
Finca Dofi 22-|2022|Priorat|Garnacha|196€|Nariz: frutas vermelhas, mineral. Boca: cremoso puro. Finca Dofi top. Beba agora-2035.|WA: 95 | Peñín: 94
Gralton Coster Crivi Cariñena 19-|2019|Priorat|Cariñena|120€|Nariz: frutas escuras, ervas. Boca: denso elegante. Coster Crivi top. Beba agora-2035.|WA: 93 | Peñín: 92
Gratallops 22-|2022|Priorat|Garnacha|119€|Nariz: cassis mineral. Boca: cremoso taninos suaves. Gratallops top. Beba agora-2035.|WA: 93 | JS: 92
Jeroboam Finca Dofi 5L 22-|2022|Priorat|Garnacha|1147€|Nariz: frutas vermelhas, ervas. Boca: denso eterno. Jeroboam top. Beba agora-2040.|WA: 95 | Peñín: 94
Jeroboam L´Ermita 5L 22-|2022|Priorat|Garnacha|12700€|Nariz: cassis violetas mineral. Boca: denso eterno. L’Ermita Jeroboam ícone. Beba agora-2050.|WA: 98 | JS: 97
Jeroboam Les Aubaguetes 5L 22-|2022|Priorat|Garnacha|5350€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Jeroboam top. Beba agora-2045.|WA: 97 | Peñín: 96
L Ermita 20-|2020|Priorat|Garnacha|2800€|Nariz: frutas vermelhas, mineral. Boca: denso cremoso. L’Ermita top. Beba agora-2040.|WA: 97 | JS: 96
L´Ermita 22-|2022|Priorat|Garnacha|2015€|Nariz: cassis violetas. Boca: denso puro eterno. Top. Beba agora-2045.|WA: 98 | Peñín: 97
La Baixada 21-|2021|Priorat|Garnacha|382€|Nariz: frutas vermelhas, ervas. Boca: cremoso taninos firmes. Baixada top. Beba agora-2035.|WA: 95 | JS: 94
La Baixada 22-|2022|Priorat|Garnacha|382€|Nariz: cassis mineral. Boca: denso elegante. Top. Beba agora-2035.|WA: 95 | Peñín: 94
LErmita 21-|2021|Priorat|Garnacha|2495€|Nariz: cassis, ervas. Boca: denso cremoso. Top. Beba agora-2045.|WA: 97 | JS: 96
Les Aubaguetes 20-|2020|Priorat|Garnacha|801€|Nariz: frutas escuras, mineral. Boca: cremoso taninos firmes. Aubaguetes top. Beba agora-2040.|WA: 96 | Peñín: 95
Les Aubaguetes 21-|2021|Priorat|Garnacha|791€|Nariz: cassis violetas. Boca: denso puro. Top. Beba agora-2045.|WA: 96 | JS: 95
Les Aubaguetes 22-|2022|Priorat|Garnacha|692€|Nariz: frutas vermelhas, ervas. Boca: cremoso elegante. Top. Beba agora-2045.|WA: 96 | Peñín: 95
Les Manyes 22-|2022|Priorat|Garnacha|496€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Manyes top. Beba agora-2040.|WA: 95 | Peñín: 94
Les Terrases 22-|2022|Priorat|Garnacha|72€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Terrases top. Beba agora-2030.|WA: 92 | Peñín: 91
Mas den Gil Clos Fonta 19-|2019|Priorat|Garnacha|124€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Clos Fonta top. Beba agora-2035.|WA: 93 | Peñín: 92
Mas den Gil Maçanella 21-|2021|Priorat|Garnacha|280€|Nariz: frutas escuras, mineral. Boca: denso puro. Maçanella top. Beba agora-2040.|WA: 94 | Peñín: 93
Mas Doix 1902 Tossal D En Bou 2021-|2021|Priorat|Cariñena|770€|Nariz: cassis mineral. Boca: denso cremoso. 1902 top. Beba agora-2040.|WA: 96 | Peñín: 95
Mas Doix 1903 Coma de Cases 22-|2021|Priorat|Cariñena|715€|Nariz: frutas escuras, ervas. Boca: cremoso taninos firmes. 1903 top. Beba agora-2040.|WA: 95 | Peñín: 94
Mas Doix Salanques 21-|2021|Priorat|Garnacha|90€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Salanques top. Beba agora-2035.|WA: 93 | Peñín: 92
Mas Doix Salanques 22-|2022|Priorat|Garnacha|85€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Salanques top. Beba agora-2035.|WA: 93 | JS: 92
Mg Finca Dofi 22-|2022|Priorat|Garnacha|326€|Nariz: frutas vermelhas, mineral. Boca: denso cremoso. Magnum top. Beba agora-2040.|WA: 95 | JS: 94
Mg L Ermita 21-|2021|Priorat|Garnacha|5700€|Nariz: cassis violetas mineral. Boca: denso eterno. Magnum top. Beba agora-2050.|WA: 98 | Peñín: 97
Mg L´Ermita 22-|2022|Priorat|Garnacha|4474€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Magnum top. Beba agora-2050.|WA: 98 | JS: 97
Mg La Baixada 18-|2018|Priorat|Garnacha|700€|Nariz: frutas vermelhas maduras. Boca: denso cremoso. Magnum top. Beba agora-2035.|WA: 95 | Peñín: 94
Mg La Baixada 21-|2021|Priorat|Garnacha|946€|Nariz: cassis mineral. Boca: denso puro. Magnum top. Beba agora-2045.|WA: 96 | JS: 95
Mg La Baixada 22-|2022|Priorat|Garnacha|853€|Nariz: frutas escuras, ervas. Boca: cremoso elegante. Magnum top. Beba agora-2045.|WA: 96 | Peñín: 95
Mg Les Aubaguetes 18-|2018|Priorat|Garnacha|1395€|Nariz: cassis maduro. Boca: denso cremoso. Magnum top. Beba agora-2040.|WA: 96 | JS: 95
Mg Les Aubaguetes 21-|2021|Priorat|Garnacha|1591€|Nariz: frutas vermelhas, mineral. Boca: cremoso taninos firmes. Magnum top. Beba agora-2045.|WA: 97 | Peñín: 96
Mg Les Aubaguetes 22-|2022|Priorat|Garnacha|1566€|Nariz: cassis violetas. Boca: denso puro eterno. Magnum top. Beba agora-2050.|WA: 97 | JS: 96
Mg. L Ermita 15-|2015|Priorat|Garnacha|5000€|Nariz: cassis mineral maduro. Boca: denso eterno. Magnum lendário. Beba agora.|WA: 98 | Peñín: 97
Mg. Les Aubaguetes 20-|2020|Priorat|Garnacha|1515€|Nariz: frutas escuras, ervas. Boca: cremoso longo. Magnum top. Beba agora-2040.|WA: 96 | JS: 95
Murmuri Mas Doix 22-|2022|Priorat|Garnacha|209€|Nariz: cassis, ervas. Boca: denso cremoso. Murmuri top. Beba agora-2035.|WA: 93 | Peñín: 92
Venus de la Figuera 20-|2020|Montsant|Garnacha|116€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Venus top. Beba agora-2030.|WA: 92 | Peñín: 91
Vinya de la Gloria 20-|2017|Montsant|Garnacha|108€|Nariz: morango, ervas. Boca: cremoso equilibrado. Gloria top. Beba agora-2030.|WA: 91 | Peñín: 90
Celler del Roure La Pebrella 23-|2023|Comunidad Valenciana|Mandó|68€|Nariz: morango, ervas. Boca: fresco mineral. Pebrella top. Beba agora-2028.|WA: 91 | Peñín: 90
Finca El Terrerazo 22-|2022|Comunidad Valenciana|Bobal|48€|Nariz: frutas vermelhas, mineral. Boca: denso puro. Terrerazo top. Beba agora-2030.|WA: 92 | Peñín: 91
Javi Revert Forada 23-|2023|Comunidad Valenciana|Bobal|120€|Nariz: cassis, ervas. Boca: cremoso taninos suaves. Forada top. Beba agora-2035.|WA: 93 | JS: 92
Javi Revert Simeta 23-|2023|Comunidad Valenciana|Garnacha Tintorera|96€|Nariz: frutas escuras, especiarias. Boca: denso elegante. Simeta top. Beba agora-2030.|WA: 92 | Peñín: 91
Quincha Corral 19-|2019|Comunidad Valenciana|Bobal|196€|Nariz: cassis mineral. Boca: denso cremoso. Corral top. Beba agora-2035.|WA: 93 | Peñín: 92
Barbas de Gata 20-|2020|Extremadura|Tempranillo|45€|Nariz: frutas vermelhas, ervas. Boca: fresco mineral. Barbas top. Beba agora-2028.|WA: 90 | Peñín: 89
Viña Del Hombre 17-|2017|Extremadura|Tempranillo|165€|Nariz: cassis, ervas. Boca: denso elegante. Del Hombre top. Beba agora-2030.|WA: 92 | Peñín: 91
Viña La Forajida 17-|2017|Extremadura|Tempranillo|250€|Nariz: frutas escuras, mineral. Boca: cremoso taninos firmes. Forajida top. Beba agora-2035.|WA: 93 | JS: 92
Algueira Risco Merenzao 20-|2020|Ribeira Sacra|Merenzao|90€|Nariz: morango, ervas. Boca: fresco denso. Risco top. Beba agora-2030.|WA: 92 | Peñín: 91
As Caborcas 22-|2022|Valdeorras|Mencía|132€|Nariz: frutas vermelhas, mineral. Boca: denso puro. Caborcas top. Beba agora-2035.|WA: 93 | Peñín: 92
Attis Caiño 18-|2018|Bierzo|Caiño Tinto|54€|Nariz: morango, ervas. Boca: fresco mineral. Caiño top. Beba agora-2028.|WA: 91 | Peñín: 90
Attis Espadeiro 18-|2018|Bierzo|Espadeiro|54€|Nariz: frutas vermelhas, flores. Boca: leve puro. Espadeiro top. Beba agora-2028.|WA: 90 | Peñín: 89
Dominio do Bibei 20-|2020|Ribeira Sacra|Mencía|100€|Nariz: morango, mineral. Boca: denso elegante. Bibei top. Beba agora-2030.|WA: 93 | Peñín: 92
Dominio do Bibei 21-|2021|Ribeira Sacra|Mencía|105€|Nariz: frutas vermelhas, ervas. Boca: cremoso taninos firmes. Top. Beba agora-2035.|WA: 93 | JS: 92
Dominio do Bibei Confidoncial 19-|2019|Ribeira Sacra|Mencía|65€|Nariz: cassis mineral. Boca: denso puro. Confidoncial top. Beba agora-2030.|WA: 92 | Peñín: 91
Dominio do Bibei Lacima 20-|2020|Ribeira Sacra|Mencía|92€|Nariz: morango, ervas. Boca: fresco denso. Lacima top. Beba agora-2030.|WA: 93 | Peñín: 92
Falcoeira A Capilla 22-|2022|Valdeorras|Mencía|102€|Nariz: frutas vermelhas, mineral. Boca: denso elegante. A Capilla top. Beba agora-2035.|WA: 93 | JS: 92
Fedellos Bastarda 23-|2023|Ribeira Sacra|Merenzao|68€|Nariz: morango, ervas. Boca: fresco puro. Bastarda top. Beba agora-2028.|WA: 92 | Peñín: 91
Goliardo Caiño 22-|2022|Bierzo|Caiño Tinto|59€|Nariz: morango, flores. Boca: leve mineral. Caiño top. Beba agora-2028.|WA: 91 | Peñín: 90
Guimaro A Ponte 21-|2021|Ribeira Sacra|Mencía|56€|Nariz: frutas vermelhas, ervas. Boca: fresco denso. A Ponte top. Beba agora-2028.|WA: 92 | Peñín: 91
La Lama|2021|Ribeira Sacra|Mencía|44€|Nariz: morango, mineral. Boca: denso puro. La Lama top. Beba agora-2030.|WA: 91 | Peñín: 90
Monte Pio Malabesta 21-|2021|Ribeira Sacra|Mencía|40€|Nariz: frutas vermelhas, ervas. Boca: fresco equilibrado. Malabesta top. Beba agora-2028.|WA: 90 | Peñín: 89
O Diviso 22-|2022|Valdeorras|Mencía|155€|Nariz: cassis, ervas. Boca: denso cremoso. Diviso top. Beba agora-2035.|WA: 93 | Peñín: 92
Telmo Rodriguez Falcoeira A Capilla 21-|2021|Valdeorras|Mencía|116€|Nariz: morango mineral. Boca: denso elegante. A Capilla top. Beba agora-2035.|WA: 93 | JS: 92
4 Monos Arroyo Animas 22-|2022|Madrid|Garnacha|70€|Nariz: frutas vermelhas, ervas. Boca: fresco mineral. Arroyo Animas top. Beba agora-2030.|WA: 92 | Peñín: 91
4 Monos Cien Lanzas 22-|2022|Madrid|Garnacha|44€|Nariz: morango, mineral. Boca: leve puro. Cien Lanzas top. Beba agora-2028.|WA: 91 | Peñín: 90
4 Monos Molino Quemado 22-|2022|Madrid|Garnacha|58€|Nariz: cassis, ervas. Boca: denso equilibrado. Molino Quemado top. Beba agora-2030.|WA: 92 | Peñín: 91
Alto Horizonte Alto de la Cruz 22-|2022|Madrid|Garnacha|56€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Alto de la Cruz top. Beba agora-2028.|WA: 91 | Peñín: 90
Alto Horizonte Cerro Brujo 22-|2022|Madrid|Garnacha|121€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Cerro Brujo top. Beba agora-2035.|WA: 93 | JS: 92
Bernabeleva Arroyo Tortolas 23-|2023|Madrid|Garnacha|83€|Nariz: morango, ervas. Boca: fresco mineral. Arroyo Tortolas top. Beba agora-2028.|WA: 92 | Peñín: 91
Bernabeleva Viña Bonita 22-|2022|Madrid|Garnacha|112€|Nariz: frutas vermelhas, mineral. Boca: denso puro. Viña Bonita top. Beba agora-2030.|WA: 93 | Peñín: 92
Comando G 1C Peña La Mora 22-|2022|Madrid|Garnacha|160€|Nariz: cassis mineral. Boca: denso elegante. Peña La Mora top. Beba agora-2035.|WA: 94 | JS: 93
Comando G La Breña 22-|2022|Madrid|Garnacha|165€|Nariz: frutas escuras, ervas. Boca: cremoso taninos firmes. La Breña top. Beba agora-2035.|WA: 94 | Peñín: 93
Comando G Navatalgordo 23-|2023|Madrid|Garnacha|84€|Nariz: morango fresco. Boca: leve puro. Navatalgordo top. Beba agora-2028.|WA: 92 | Peñín: 91
Comando G Rozas 23-|2023|Madrid|Garnacha|86€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Rozas top. Beba agora-2028.|WA: 92 | Peñín: 91
